,country,year,suicides_no,population,suicides_calc,gdp,gdp_per_capita
19860,Puerto Rico,2000,305,3511947,8.68464131150043,61701800000,17569
19872,Puerto Rico,2001,289,3522212,8.205071131436721,69208400000,19649
19884,Puerto Rico,2002,239,3523951,6.7821601378679786,71623500000,20325
19896,Puerto Rico,2003,262,3519026,7.445241950471522,74827400000,21264
19908,Puerto Rico,2004,279,3511462,7.945408493670158,80322313000,22874
19920,Puerto Rico,2005,289,3504599,8.246307209469615,83914521300,23944
19932,Puerto Rico,2006,265,3499036,7.573514533717287,87276164400,24943
19944,Puerto Rico,2007,271,3493631,7.756972616741722,89524131600,25625
19956,Puerto Rico,2008,300,3488811,8.598918084126655,93639316000,26840
19968,Puerto Rico,2009,330,3484474,9.470582934468732,96385638000,27661
19980,Puerto Rico,2010,286,3480379,8.217495853181507,98381268000,28267
20052,Qatar,1995,0,463449,0.0,8137911978,17559
20064,Qatar,2001,23,539483,4.263341013525912,17538461538,32510
20076,Qatar,2004,21,697191,3.0120870751343607,31734065934,45517
20088,Qatar,2005,17,796618,2.1340215762134425,44530494505,55899
20100,Qatar,2006,29,940090,3.0848110287312918,60882142857,64762
20112,Qatar,2007,41,1115479,3.6755510413015395,79712087912,71460
20124,Qatar,2008,33,1310465,2.5181901080914026,115270054945,87961
20136,Qatar,2009,44,1506649,2.920388225791143,97798351648,64911
20148,Qatar,2010,47,1689592,2.7817366559500756,125122306346,74055
20302,Republic of Korea,1991,3069,39993700,7.673708609105934,325734233313,8145
20314,Republic of Korea,1992,3533,40371200,8.75128804692454,350051111253,8671
20326,Republic of Korea,1993,4124,40754800,10.119053461187393,386302839274,9479
20338,Republic of Korea,1994,4212,41145300,10.236892184526544,455602962225,11073
20350,Republic of Korea,1995,4841,42076400,11.505261857002976,556130926913,13217
20362,Republic of Korea,1996,5857,42507100,13.778874588010003,598099073901,14071
20374,Republic of Korea,1997,6024,42956100,14.023619462660717,557503074772,12978
20386,Republic of Korea,1998,8569,43395700,19.74619605168254,374241351752,8624
20398,Republic of Korea,1999,7075,43817300,16.14659050192504,485248229337,11074
20410,Republic of Korea,2000,6444,44271743,14.555559739312725,561633125840,12686
20422,Republic of Korea,2001,6911,44710865,15.457093035440044,533052076314,11922
20434,Republic of Korea,2002,8611,45110041,19.088876465441473,609020054512,13501
20446,Republic of Korea,2003,10898,45455888,23.974891877593503,680520724062,14971
20458,Republic of Korea,2004,11492,45779970,25.102681369166472,764880644711,16708
20470,Republic of Korea,2005,12011,46151884,26.024939740271492,898137194716,19460
20482,Republic of Korea,2006,10653,46513964,22.902799683983073,1011797457139,21753
20494,Republic of Korea,2007,12174,46814207,26.004926239592184,1122679154632,23982
20506,Republic of Korea,2008,12858,47101747,27.298350526149274,1002219052968,21278
20518,Republic of Korea,2009,15402,47380017,32.50737541947273,901934953365,19036
20530,Republic of Korea,2010,15558,47598615,32.68582499721893,1094499338703,22994
20626,Romania,1991,2161,21458000,10.070836051822164,28998684211,1351
20638,Romania,1992,2650,21227100,12.484041626034644,25121666667,1183
20650,Romania,1993,2774,21307600,13.018828962435938,26362894737,1237
20662,Romania,1994,2887,21386000,13.499485644814365,30074440483,1406
20674,Romania,1995,2793,21451300,13.020189918559714,37662075750,1756
20686,Romania,1996,2828,21397300,13.21662078860417,37182938696,1738
20698,Romania,1997,2859,21369000,13.379194159764145,35838588170,1677
20710,Romania,1998,2838,21338400,13.299966258013722,41976002704,1967
20722,Romania,1999,2736,21310800,12.83856072977082,36183003978,1698
20734,Romania,2000,2836,21290400,13.320557622214707,37438527800,1758
20746,Romania,2001,2720,21272887,12.786228780324928,40716836998,1914
20758,Romania,2002,3067,20700580,14.816009986193624,46174557556,2231
20770,Romania,2003,2894,20656841,14.009886603668004,59867801205,2898
20782,Romania,2004,2720,20610767,13.196985827844253,76216441462,3698
20794,Romania,2005,2603,20569960,12.654375604036177,99697566668,4847
20806,Romania,2006,2721,20526561,13.255995487992363,123533036668,6018
20818,Romania,2007,2430,20475026,11.868116797507364,175933642292,8593
20830,Romania,2008,2472,20433803,12.09760121500633,213605065703,10454
20842,Romania,2009,2586,20390882,12.682139007032653,172611845342,8465
20854,Romania,2010,2766,20348649,13.593040009683198,166658327827,8190
20960,Russian Federation,1991,39281,137283000,28.61315676376536,517962962963,3773
20972,Russian Federation,1992,45923,138118900,33.24888918171228,460290556901,3333
20984,Russian Federation,1993,55846,137692800,40.558402472750934,435083713851,3160
20996,Russian Federation,1994,61420,138476200,44.35419227275156,395077301248,2853
21008,Russian Federation,1995,60548,139087100,43.53243399280019,395531066563,2844
21020,Russian Federation,1996,57511,139272600,41.29383669149567,391719993757,2813
21032,Russian Federation,1997,54746,139283200,39.305530028029224,404926534140,2907
21044,Russian Federation,1998,51518,139122100,37.030780875216806,270953116950,1948
21056,Russian Federation,1999,56974,138717800,41.071873977240124,195905767669,1412
21068,Russian Federation,2000,56619,138205695,40.967197480537976,259708496267,1879
21080,Russian Federation,2001,56958,137521509,41.41752109482743,306602673980,2229
21092,Russian Federation,2002,55024,136590900,40.283796358322554,345110438692,2527
21104,Russian Federation,2003,51445,137019868,37.54564994910081,430347770732,3141
21116,Russian Federation,2004,49096,137071699,35.81775111724558,591016690743,4312
21128,Russian Federation,2005,45802,136162191,33.6378253490354,764017107992,5611
21140,Russian Federation,2006,42614,135357462,31.482564293352368,989930542279,7313
21152,Russian Federation,2007,41149,134778964,30.530728816108127,1299705247686,9643
21164,Russian Federation,2008,38211,134385949,28.433776212719977,1660844408500,12359
21176,Russian Federation,2009,37408,134085433,27.898630867679714,1222643696992,9118
21188,Russian Federation,2010,33356,134865987,24.732700024654847,1524916112079,11307
21272,Saint Kitts and Nevis,1991,0,39100,0.0,209880963,5368
21284,Saint Kitts and Nevis,1992,0,39100,0.0,229434519,5868
21356,Saint Lucia,1991,6,122496,4.898119122257054,513753818,4194
21368,Saint Lucia,1992,11,124223,8.855042946958292,566894749,4564
21380,Saint Lucia,1993,8,125846,6.356975986523211,574870405,4568
21392,Saint Lucia,1994,6,127557,4.703779486817658,600005564,4704
21404,Saint Lucia,1995,10,129466,7.7240356541485795,640449501,4947
21416,Saint Lucia,1996,7,131621,5.318300271233314,662196185,5031
21428,Saint Lucia,1997,9,133967,6.718072361103854,676949594,5053
21440,Saint Lucia,1998,8,136400,5.865102639296188,737554872,5407
21452,Saint Lucia,1999,8,138813,5.763148984605189,775934813,5590
21464,Saint Lucia,2000,14,141100,9.922041105598867,784159229,5557
21476,Saint Lucia,2001,7,143166,4.889429054384421,743808076,5195
21488,Saint Lucia,2002,12,145168,8.266284580623829,748346606,5155
21500,Saint Lucia,2003,10,147127,6.796848980812495,823837141,5599
21512,Saint Lucia,2004,8,149121,5.364770890753147,893107211,5989
21524,Saint Lucia,2005,4,151169,2.646045154760566,951207366,6292
21536,Saint Lucia,2006,2,153460,1.3032712107389548,1134193630,7391
21548,Saint Lucia,2008,0,157876,0.0,1282215407,8122
21560,Saint Lucia,2009,13,159820,8.134150919784759,1262973407,7902
21572,Saint Lucia,2010,4,161503,2.476734178312477,1381968259,8557
21680,Saint Vincent and Grenadines,1995,7,95974,7.2936420280492635,316008481,3293
21692,Saint Vincent and Grenadines,1996,8,96095,8.325094958114367,331489704,3450
21704,Saint Vincent and Grenadines,1997,3,96255,3.1167212092878294,347770000,3613
21716,Saint Vincent and Grenadines,1998,10,96449,10.368173853539176,373619852,3874
21728,Saint Vincent and Grenadines,1999,6,96685,6.2057196049025185,390719148,4041
21740,Saint Vincent and Grenadines,2000,5,96956,5.156978423202277,396270000,4087
21752,Saint Vincent and Grenadines,2001,8,97341,8.218530732168357,430040370,4418
21764,Saint Vincent and Grenadines,2002,7,97799,7.157537398132905,461883444,4723
21776,Saint Vincent and Grenadines,2003,4,98292,4.069507182680177,481806296,4902
21788,Saint Vincent and Grenadines,2004,4,98740,4.05104314360948,521975111,5286
21800,Saint Vincent and Grenadines,2005,8,99118,8.07118787707581,550728667,5556
21812,Saint Vincent and Grenadines,2006,6,99463,6.032393955541257,610930037,6142
21824,Saint Vincent and Grenadines,2007,11,99689,11.034316725014795,651833333,6539
21836,Saint Vincent and Grenadines,2008,4,99826,4.006972131508825,695428852,6966
21848,Saint Vincent and Grenadines,2009,1,99927,1.0007305332893013,674922481,6754
21860,Saint Vincent and Grenadines,2010,5,100050,4.997501249375312,681225963,6809
21932,San Marino,1999,2,25192,7.939028262940616,1215640315,48255
21944,San Marino,2000,1,25369,3.941818755173637,1101897918,43435
21956,San Marino,2005,1,28264,3.5380696292103027,1958711603,69301
21968,Serbia,1998,1460,7179002,20.3370886371114,18284194680,2547
21980,Serbia,1999,1571,7162831,21.93266880092522,18409364147,2570
21992,Serbia,2000,1543,7149140,21.583015579496276,6540247190,915
22004,Serbia,2001,1442,7142410,20.18926384791688,12267175481,1718
22016,Serbia,2002,1446,7138113,20.2574545961937,16116843146,2258
22028,Serbia,2003,1378,7111975,19.37577114655212,21188704081,2979
22040,Serbia,2004,1345,7086364,18.980114484663787,24861483281,3508
22052,Serbia,2005,1437,7058982,20.357042984385,26252007830,3719
22064,Serbia,2006,1443,7031811,20.52102936213729,30607991862,4353
22076,Serbia,2007,1353,7009610,19.302072440549473,40289556656,5748
22088,Serbia,2008,1289,6988532,18.444503080189087,49259526053,7049
22100,Serbia,2009,1373,6968240,19.70368414405933,42616653300,6116
22112,Serbia,2010,1207,6944871,17.379732467312927,39460357731,5682
22220,Seychelles,2001,6,75363,7.961466502129692,622262057,8257
22232,Seychelles,2002,5,76904,6.501612399875169,697518248,9070
22244,Seychelles,2003,8,78402,10.203821331088493,705704816,9001
22256,Seychelles,2004,6,79735,7.524926318429799,839319927,10526
22268,Seychelles,2005,5,80900,6.180469715698393,919103255,11361
22280,Seychelles,2006,8,81691,9.793000452926272,1016418229,12442
22292,Seychelles,2007,6,82331,7.287655925471572,1033561654,12554
22304,Seychelles,2008,4,82900,4.8250904704463204,967199594,11667
22316,Seychelles,2009,4,83429,4.7944959186853495,847397850,10157
22328,Seychelles,2010,6,83885,7.15264946057102,969936525,11563
22472,Singapore,1991,296,2559300,11.56566248583597,45474442836,17768
22484,Singapore,1992,277,2604000,10.637480798771122,52156414979,20029
22496,Singapore,1993,270,2655800,10.166428194894193,60644572348,22835
22508,Singapore,1994,316,2712200,11.651058181550033,73777792327,27202
22520,Singapore,1995,364,2765300,13.16312877445485,87890009877,31783
22532,Singapore,1996,239,2823100,8.465870851191951,96403758865,34148
22544,Singapore,1997,303,2880000,10.520833333333334,100163995151,34779
22556,Singapore,1998,328,2940200,11.155703693626284,85707636233,29150
22568,Singapore,1999,277,2997100,9.242267525274432,86283126844,28789
22580,Singapore,2000,309,3047600,10.139125869536684,95833932715,31446
22592,Singapore,2001,305,3103000,9.829197550757332,89286208629,28774
22604,Singapore,2002,321,3165200,10.141539239226589,91941192896,29048
22616,Singapore,2003,320,3226200,9.918789907631268,97001377569,30067
22628,Singapore,2004,335,3281400,10.20905710977022,114188557567,34799
22640,Singapore,2005,359,3342400,10.740785064624221,127417688056,38122
22652,Singapore,2006,372,3411900,10.903015914886133,147797218201,43318
22664,Singapore,2007,328,3389600,9.676658012744866,179981288567,53098
22676,Singapore,2008,319,3448900,9.249325872017165,192225881688,55735
22688,Singapore,2009,349,3536100,9.869630383756116,192408387762,54413
22700,Singapore,2010,296,3576800,8.275553567434578,236421782178,66099
22772,Slovakia,1992,796,4909228,16.21436201374228,15431288006,3143
22784,Slovakia,1993,738,4935260,14.953619464830627,16452201101,3334
22796,Slovakia,1994,691,4974858,13.889843690010851,20079363626,4036
22808,Slovakia,1995,735,5005232,14.684633998983463,25733043137,5141
22820,Slovakia,1996,672,5032436,13.353373992237557,27821913815,5529
22832,Slovakia,1997,630,5058389,12.454558160710851,27660149541,5468
22844,Slovakia,1998,673,5081100,13.245163448859499,29828899206,5871
22856,Slovakia,1999,692,5098200,13.573418069122436,30415095887,5966
22868,Slovakia,2000,729,5111813,14.261085059253928,29114875622,5696
22880,Slovakia,2001,692,5100256,13.567946393279083,30703017450,6020
22892,Slovakia,2002,717,5107584,14.037948274565823,35083608131,6869
22904,Slovakia,2003,753,5113982,14.72433809896085,46731767494,9138
22916,Slovakia,2004,676,5121210,13.200005467457887,57240535138,11177
22928,Slovakia,2005,679,5126946,13.24375173836432,62697540107,12229
22940,Slovakia,2006,0,5129369,0.0,70596729394,13763
22952,Slovakia,2007,0,5132660,0.0,86304245825,16815
22964,Slovakia,2008,591,5137067,11.504619270101013,100324627215,19530
22976,Slovakia,2009,601,5141744,11.688641052530036,88945625174,17299
22988,Slovakia,2010,631,5147562,12.25823020684355,89501012916,17387
23036,Slovenia,1995,564,1884000,29.936305732484076,21273055398,11291
23048,Slovenia,1996,607,1893100,32.06381068089377,21480023017,11346
23060,Slovenia,1997,593,1883900,31.477254631349858,20749140606,11014
23072,Slovenia,1998,612,1880300,32.54799765994788,22125435372,11767
23084,Slovenia,1999,590,1884400,31.309700700488218,22689994990,12041
23096,Slovenia,2000,588,1886483,31.169112046066676,20342201356,10783
23108,Slovenia,2001,581,1901330,30.557557078466125,20875387068,10979
23120,Slovenia,2002,540,1906124,28.329741401923485,23563576758,12362
23132,Slovenia,2003,562,1907589,29.461272842315616,29697448108,15568
23144,Slovenia,2004,512,1907862,26.83632254324474,34470227454,18067
23156,Slovenia,2005,503,1911817,26.310049549721548,36346974008,19012
23168,Slovenia,2006,529,1918570,27.572619190334468,39587732029,20634
23180,Slovenia,2007,434,1927332,22.51817538441742,48114688201,24964
23192,Slovenia,2008,408,1943758,20.990267306938414,55589849128,28599
23204,Slovenia,2009,447,1942037,23.017069190751773,50244793832,25872
23216,Slovenia,2010,414,1944774,21.287820589950297,48013606745,24689
23288,South Africa,1996,143,37773652,0.37857075614505054,147607982695,3908
23300,South Africa,1997,104,38528157,0.269932454853732,152586154514,3960
23312,South Africa,1998,180,39232468,0.4588036623135715,137774361015,3512
23324,South Africa,1999,279,39907560,0.6991156562816669,136631966609,3424
23336,South Africa,2000,267,40568559,0.6581451414135759,136361854808,3361
23348,South Africa,2001,384,41185599,0.932364732633851,121600818310,2953
23360,South Africa,2002,236,41803868,0.5645410611286018,115748110113,2769
23372,South Africa,2003,256,42415309,0.6035556643003591,175256916996,4132
23384,South Africa,2004,383,43005874,0.8905760175923875,228937347866,5323
23396,South Africa,2005,458,43566107,1.051275937967099,257671413751,5914
23408,South Africa,2006,514,44079057,1.1660866519898554,271811088781,6166
23420,South Africa,2007,417,44577435,0.9354508620785381,299033511000,6708
23432,South Africa,2008,441,43680586,1.0096018400485745,287099991517,6573
23444,South Africa,2009,372,45607048,0.8156634036037588,297216730669,6517
23456,South Africa,2010,393,46176200,0.8510877898138002,375298134440,8128
23600,Spain,1991,2916,36958100,7.890015991081793,575598537070,15574
23612,Spain,1992,2786,37000900,7.529546578596737,629202392004,17005
23624,Spain,1993,3037,37122100,8.181110443644082,523649481762,14106
23636,Spain,1994,3171,37203100,8.523483258115586,529121577320,14223
23648,Spain,1995,3157,37275300,8.469415403766032,612939685081,16444
23660,Spain,1996,3320,37341200,8.890983685580538,640998292395,17166
23672,Spain,1997,3373,37405000,9.017511027937442,588692045455,15738
23684,Spain,1998,3261,37458900,8.705541273235466,617041986858,16473
23696,Spain,1999,3220,37789271,8.52093706703154,633194118900,16756
23708,Spain,2000,3394,38319996,8.856994661481698,595402616547,15538
23720,Spain,2001,3189,38713504,8.237435702022736,625975838926,16169
23732,Spain,2002,3372,39340611,8.571295448359965,705145868624,17924
23744,Spain,2003,3478,39947556,8.70641498068117,906853273138,22701
23756,Spain,2004,3508,40555823,8.64980597237541,1069555500372,26372
23768,Spain,2005,3399,41195479,8.250905396682,1157276458152,28092
23780,Spain,2006,3247,41808848,7.766298655251156,1264551499185,30246
23792,Spain,2007,3264,42547327,7.671457245716047,1479341637011,34769
23804,Spain,2008,3457,43199484,8.00241039916125,1635015380108,37848
23816,Spain,2009,3429,43490086,7.8845555743440014,1499099749931,34470
23828,Spain,2010,3158,43595356,7.243890840116089,1431616749640,32839
23924,Sri Lanka,1996,4898,16654427,29.40959782044738,13897738375,834
23936,Sri Lanka,1997,5887,16775409,35.093034095323695,15091913884,900
23948,Sri Lanka,1998,5518,16897691,32.655349183506786,15794972847,935
23960,Sri Lanka,1999,5619,17020287,33.013544366202524,15656327860,920
23972,Sri Lanka,2000,5252,17140342,30.641162235852704,16330814180,953
23984,Sri Lanka,2001,4590,17266961,26.58255844789364,15749753805,912
23996,Sri Lanka,2002,4382,17395955,25.189763942249794,16536535647,951
24008,Sri Lanka,2003,4467,17524596,25.489888611412212,18881765437,1077
24020,Sri Lanka,2006,4015,17891558,22.44075110730994,28267410543,1580
24104,Suriname,1991,57,363079,15.699062738412302,448300000,1235
24116,Suriname,1992,48,370194,12.96617449229323,404600000,1093
24128,Suriname,1995,55,389414,14.123785996394583,693970588,1782
24140,Suriname,1996,21,395805,5.305642930230795,860630923,2174
24152,Suriname,1997,32,401814,7.963883787025837,929607500,2314
24164,Suriname,1998,29,407606,7.1147137186400595,945000000,2318
24176,Suriname,1999,49,413303,11.855708765723936,885444186,2142
24188,Suriname,2000,52,419001,12.410471574053522,892164394,2129
24200,Suriname,2001,72,424515,16.960531429984805,763465550,1798
24212,Suriname,2002,69,430176,16.03994644052667,1078402128,2507
24224,Suriname,2003,77,435946,17.66273804553775,1271196078,2916
24236,Suriname,2004,67,441717,15.168082731703784,1484092538,3360
24248,Suriname,2005,72,447445,16.091363184301983,1793754805,4009
24260,Suriname,2006,112,453293,24.708080645410362,2626380435,5794
24272,Suriname,2007,119,459086,25.921069254997974,2936612022,6397
24284,Suriname,2008,147,464789,31.627254517641337,3532969035,7601
24296,Suriname,2009,131,470448,27.84579804781825,3875409836,8238
24308,Suriname,2010,136,476052,28.56830766386865,4368398048,9176
24416,Sweden,1991,1483,8041100,18.442750369974256,270362531377,33623
24428,Sweden,1992,1355,8073200,16.783927067333895,280312318915,34721
24440,Sweden,1993,1373,8112500,16.924499229583976,209950792713,25880
24452,Sweden,1994,1324,8174100,16.197501865648817,226079963712,27658
24464,Sweden,1995,1348,8233000,16.373132515486457,264051981551,32072
24476,Sweden,1996,1253,8274300,15.143274959815331,288103936773,34819
24488,Sweden,1997,1201,8311300,14.450206345577708,264477727279,31821
24500,Sweden,1998,1231,8346300,14.749050477457077,266800462899,31966
24512,Sweden,1999,1220,8378013,14.56192536344835,270847937645,32328
24524,Sweden,2000,1131,8409008,13.449862338102188,259802012617,30896
24536,Sweden,2001,1197,8439317,14.18361225203414,239917320967,28429
24548,Sweden,2002,1180,8465828,13.938388542739116,263926220333,31175
24560,Sweden,2003,1112,8490539,13.096930595336762,331108912605,38997
24572,Sweden,2004,1155,8514314,13.56539117537831,381705425302,44831
24584,Sweden,2005,1219,8538624,14.276304940936619,389042298377,45563
24596,Sweden,2006,1197,8576044,13.957484359921661,420032121656,48977
24608,Sweden,2007,1126,8629159,13.048780304082936,487816328342,56531
24620,Sweden,2008,1170,8688504,13.466069647893354,513965650650,59155
24632,Sweden,2009,1242,8755922,14.18468551912637,429657033108,49070
24644,Sweden,2010,1141,8823125,12.931926046610469,488377689565,55352
24726,Switzerland,1995,1419,6617500,21.443143180959577,342617007104,51774
24738,Switzerland,1996,1432,6652200,21.526712967138693,330091688350,49621
24750,Switzerland,1997,1341,6675200,20.089285714285715,286519135327,42923
24762,Switzerland,1998,1371,6725167,20.386110857916243,295045152021,43872
24774,Switzerland,1999,1296,6764328,19.15933112646223,289912492345,42859
24786,Switzerland,2000,1380,6809589,20.26554025507266,272055499941,39952
24798,Switzerland,2001,1338,6865842,19.48777731849932,278631271391,40582
24810,Switzerland,2002,1446,6942010,20.82970206035428,301416810214,43419
24822,Switzerland,2003,1269,6969293,18.20844668175093,352914820747,50639
24834,Switzerland,2004,1284,7023166,18.2823530014811,394163688621,56123
24846,Switzerland,2005,1299,7071991,18.368236045549267,408689353999,57790
24858,Switzerland,2006,1309,7118477,18.38876490013243,430921192375,60536
24870,Switzerland,2007,1360,7183595,18.932024981920613,479913034322,66807
24882,Switzerland,2008,1314,7274875,18.062166016598223,554363487120,76202
24894,Switzerland,2009,1105,7364558,15.004294894547643,541506500414,73529
24906,Switzerland,2010,1006,7439147,13.523055801962242,583782977866,78474
25026,Thailand,1991,3559,51947693,6.851122339542585,98234695722,1891
25038,Thailand,1992,3550,52570440,6.752844374138775,111452869378,2120
25050,Thailand,1994,2307,52691000,4.378356835133134,146683499006,2784
25062,Thailand,1995,4245,54366057,7.808180755135507,169278552851,3114
25074,Thailand,1996,4443,55070703,8.067810574344765,183035154107,3324
25086,Thailand,1997,4150,55859088,7.429408800945694,150180268649,2689
25098,Thailand,1998,4963,56691783,8.754355106453435,113675706127,2005
25110,Thailand,1999,5276,57507860,9.174398073585072,126668932160,2203
25122,Thailand,2000,5182,58262135,8.894284426755044,126392308498,2169
25134,Thailand,2002,4902,58263389,8.413516762644893,134300851255,2305
25146,Thailand,2003,4484,60158951,7.453587413783196,152280653544,2531
25158,Thailand,2004,4296,60686373,7.07901920584379,172895476153,2849
25170,Thailand,2005,3937,61182665,6.434829211836392,189318499954,3094
25182,Thailand,2006,3608,61636512,5.853673225376543,221758486880,3598
25194,Thailand,2007,3754,58941621,6.36901384167904,262942650544,4461
25206,Thailand,2008,3778,59216773,6.379949140423441,291383081232,4921
25218,Thailand,2009,3787,59483718,6.366448042134825,281710095725,4736
25230,Thailand,2010,3761,59769764,6.292479254226268,341105009515,5707
25384,Trinidad and Tobago,1991,148,1102000,13.430127041742287,5307905882,4817
25396,Trinidad and Tobago,1992,163,1132600,14.391665195126258,5439552941,4803
25408,Trinidad and Tobago,1993,174,1148300,15.15283462509797,4669488516,4066
25420,Trinidad and Tobago,1994,148,1162900,12.726803680454037,4947205860,4254
25432,Trinidad and Tobago,1995,184,1149173,16.011514367288477,5329214163,4637
25444,Trinidad and Tobago,1996,146,1156185,12.627736910615516,5759537726,4982
25456,Trinidad and Tobago,1997,160,1162267,13.766200021165533,5737751332,4937
25468,Trinidad and Tobago,1998,171,1167924,14.64136365037451,6043694330,5175
25480,Trinidad and Tobago,1999,139,1173276,11.847169804888193,6808982521,5803
25492,Trinidad and Tobago,2000,166,1178363,14.08733980954935,8154338233,6920
25504,Trinidad and Tobago,2001,179,1183354,15.126496382316704,8824873259,7458
25516,Trinidad and Tobago,2002,156,1188800,13.122476446837148,9008273721,7578
25528,Trinidad and Tobago,2003,144,1194458,12.055677135571113,11305459802,9465
25540,Trinidad and Tobago,2004,168,1200116,13.998646797476244,13280275123,11066
25552,Trinidad and Tobago,2005,136,1205471,11.281897283302543,15982282462,13258
25564,Trinidad and Tobago,2006,141,1209301,11.659628165361642,18369070085,15190
25576,Trinidad and Tobago,2007,131,1213988,10.790880964226995,21642304046,17827
25588,Trinidad and Tobago,2008,199,1219336,16.32035796531883,27870257894,22857
25600,Trinidad and Tobago,2009,128,1225097,10.448152268759127,19175196446,15652
25612,Trinidad and Tobago,2010,160,1231002,12.99754183989953,22157948396,18000
25636,Turkey,2009,1050,65962419,1.5918154851173667,644639902581,9773
25648,Turkey,2010,1524,66975131,2.2754714731353043,771901768698,11525
25768,Turkmenistan,1991,273,3162500,8.632411067193676,3208098919,1014
25780,Turkmenistan,1992,271,3252900,8.331027698361462,3200539816,984
25792,Turkmenistan,1993,240,3331100,7.204827234246945,3179225949,954
25804,Turkmenistan,1994,234,3423100,6.835908971400193,2561118608,748
25816,Turkmenistan,1995,244,3818200,6.3904457597820965,2482228440,650
25828,Turkmenistan,1996,283,3913000,7.23230258113979,2379281768,608
25840,Turkmenistan,1997,333,4006400,8.311701277955272,2450084970,612
25852,Turkmenistan,1998,405,4099200,9.879976580796253,2605688065,636
25864,Turkmenistan,1999,442,3958754,11.165129230055719,2450686660,619
25876,Turkmenistan,2000,383,4026478,9.512035083763031,2904662605,721
25888,Turkmenistan,2001,445,4095981,10.864308208460928,3534803922,863
25900,Turkmenistan,2002,416,4143692,10.039356206976773,4461978499,1077
25912,Turkmenistan,2003,377,4177740,9.024017770373456,5977560877,1431
25924,Turkmenistan,2004,392,4211000,9.308952742816434,6838351088,1624
25936,Turkmenistan,2005,468,4252530,11.005213367101467,8104355717,1906
25948,Turkmenistan,2006,506,4287650,11.801336396394296,10277598152,2397
25960,Turkmenistan,2007,354,4342657,8.151691464465188,12664165103,2916
25972,Turkmenistan,2008,484,4412135,10.96974593932416,19271523179,4368
25984,Turkmenistan,2009,165,4484467,3.679367023996386,20214385965,4508
25996,Turkmenistan,2010,178,4551185,3.911069314914687,22583157895,4962
26116,Ukraine,1991,10700,48200600,22.198893789703863,77464561150,1607
26128,Ukraine,1992,11666,48487300,24.059908470877943,73942235330,1525
26140,Ukraine,1993,12469,48680500,25.613952198518913,65648559903,1349
26152,Ukraine,1994,13826,48619000,28.43744215224501,52549555149,1081
26164,Ukraine,1995,14541,48415300,30.033894244174878,48213868178,996
26176,Ukraine,1996,15160,48174500,31.468930658335843,44558077827,925
26188,Ukraine,1997,14903,47923000,31.097802725205018,50150399792,1046
26200,Ukraine,1998,14789,47675400,31.020190706318143,41883241472,879
26212,Ukraine,1999,14363,47415400,30.29184610907005,31580639045,666
26224,Ukraine,2000,14467,47125400,30.698943669443654,31261527363,663
26236,Ukraine,2001,13131,46805969,28.05411420923686,38009344577,812
26248,Ukraine,2002,12536,46060017,27.216663858374172,42392896031,920
26260,Ukraine,2003,12313,45697383,26.944650200209495,50132953288,1097
26272,Ukraine,2004,11256,45322826,24.83516804534651,64883060726,1432
26284,Ukraine,2005,10621,44939270,23.634117777169056,86142018069,1917
26296,Ukraine,2006,10013,44560034,22.47080870719264,107753069307,2418
26308,Ukraine,2007,10032,44198672,22.697514531658328,142719009901,3229
26320,Ukraine,2008,9454,43856123,21.556853076137166,179992405832,4104
26332,Ukraine,2009,9715,43557944,22.30362388087004,117227769792,2691
26344,Ukraine,2010,9089,43296809,20.992309156085845,136013155905,3141
26404,United Arab Emirates,2005,96,4280433,2.2427637577787105,180617018380,42196
26416,United Arab Emirates,2006,90,4923879,1.8278272069642654,222116541865,45110
26428,United Arab Emirates,2007,101,5695389,1.773364383012293,257916133424,45285
26440,United Arab Emirates,2008,100,6510358,1.536013841327927,315474615739,48457
26452,United Arab Emirates,2009,124,7252480,1.7097599717613836,253547358747,34960
26464,United Arab Emirates,2010,111,7839736,1.4158640035837942,289787338325,36964
26548,United Kingdom,1991,4547,53903427,8.43545624659449,1142797178131,21201
26560,United Kingdom,1992,4628,54076358,8.558268661510082,1179659529660,21815
26572,United Kingdom,1993,4462,54283982,8.219735980311835,1061388722256,19553
26584,United Kingdom,1994,4380,54497293,8.037096448074953,1140489745944,20927
26596,United Kingdom,1995,4315,54746964,7.881715596137897,1335218557677,24389
26608,United Kingdom,1996,4165,55012207,7.57104691327872,1408781591264,25609
26620,United Kingdom,1997,4143,55266635,7.496385477422318,1552483628029,28091
26632,United Kingdom,1998,4389,55527379,7.904208840831475,1638511096390,29508
26644,United Kingdom,1999,4448,55833339,7.966566355632072,1665623685488,29832
26656,United Kingdom,2000,4290,56133909,7.642439438878201,1647951278560,29358
26668,United Kingdom,2001,4128,55571993,7.4282021881057965,1621510004318,29179
26680,United Kingdom,2002,4117,55908944,7.3637591867233265,1768408273381,31630
26692,United Kingdom,2003,3979,56171771,7.083629248577546,2038395102041,36289
26704,United Kingdom,2004,4183,56455011,7.409439704121216,2398555474185,42486
26716,United Kingdom,2005,4047,56809024,7.123868207980479,2520701818182,44372
26728,United Kingdom,2006,4122,57091129,7.220035883333118,2692612695492,47163
26740,United Kingdom,2007,3897,57382757,6.79123869910956,3074359743898,53576
26752,United Kingdom,2008,4259,57683372,7.383410248624162,2890564338235,50111
